Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,
2.470e+00,0.16,0.16
2.480e+00,-0.24,-0.16
2.490e+00,0.16,0.16
2.500e+00,-0.16,-0.16
2.510e+00,0.16,0.16
2.520e+00,-0.24,-0.16
2.530e+00,0.16,0.16
2.540e+00,-0.16,-0.16
2.550e+00,0.16,0.16
2.560e+00,-0.24,-0.16
2.570e+00,0.16,0.16
2.580e+00,-0.16,-0.16
2.590e+00,0.16,0.16
2.600e+00,-0.16,-0.16
2.610e+00,0.16,0.16
2.620e+00,-0.16,-0.16
2.630e+00,0.16,0.16
2.640e+00,-0.24,-0.16
2.650e+00,0.16,0.16
2.660e+00,-0.24,-0.16
2.670e+00,0.16,0.16
2.680e+00,-0.16,-0.16
2.690e+00,0.08,0.16
2.700e+00,-0.16,-0.16
2.710e+00,0.08,0.16
2.720e+00,-0.16,-0.16
2.730e+00,0.16,0.16
2.740e+00,-0.24,-0.16
2.750e+00,0.16,0.16
2.760e+00,-0.24,-0.16
2.770e+00,0.16,0.16
2.780e+00,-0.16,-0.16
2.790e+00,0.16,0.16
2.800e+00,-0.24,-0.16
2.810e+00,0.16,0.16
2.820e+00,-0.24,-0.16
2.830e+00,0.16,0.16
2.840e+00,-0.24,-0.16
2.850e+00,0.16,0.16
2.860e+00,-0.24,-0.16
2.870e+00,0.16,0.16
2.880e+00,-0.24,-0.16
2.890e+00,0.16,0.16
2.900e+00,-0.16,-0.16
2.910e+00,0.16,0.16
2.920e+00,-0.16,-0.16
2.930e+00,0.16,0.16
2.940e+00,-0.16,-0.16
2.950e+00,0.16,0.16
2.960e+00,-0.24,-0.16
2.970e+00,0.16,0.24
2.980e+00,-0.16,-0.16
2.990e+00,0.16,0.16
3.000e+00,-0.16,-0.16
3.010e+00,0.16,0.16
3.020e+00,-0.16,-0.16
3.030e+00,0.16,0.16
3.040e+00,-0.16,-0.16
3.050e+00,0.16,0.16
3.060e+00,-0.16,-0.16
3.070e+00,0.16,0.24
3.080e+00,-0.24,-0.16
3.090e+00,0.16,0.16
3.100e+00,-0.16,-0.16
3.110e+00,0.16,0.16
3.120e+00,-0.16,-0.16
3.130e+00,0.16,0.16
3.140e+00,-0.16,-0.16
3.150e+00,0.16,0.16
3.160e+00,-0.24,-0.16
3.170e+00,0.16,0.16
3.180e+00,-0.16,-0.16
3.190e+00,0.16,0.16
3.200e+00,-0.16,-0.16
3.210e+00,0.16,0.16
3.220e+00,-0.16,-0.16
3.230e+00,0.16,0.16
3.240e+00,-0.16,-0.16
3.250e+00,0.16,0.16
3.260e+00,-0.16,-0.16
3.270e+00,0.16,0.16
3.280e+00,-0.24,-0.16
3.290e+00,0.16,0.16
3.300e+00,-0.24,-0.16
3.310e+00,0.16,0.16
3.320e+00,-0.16,-0.16
3.330e+00,0.16,0.16
3.340e+00,-0.16,-0.16
3.350e+00,0.16,0.16
3.360e+00,-0.24,-0.16
3.370e+00,0.16,0.16
3.380e+00,-0.24,-0.16
3.390e+00,0.16,0.16
3.400e+00,-0.16,-0.16
3.410e+00,0.16,0.24
3.420e+00,-0.16,-0.16
3.430e+00,0.16,0.16
3.440e+00,-0.16,-0.16
3.450e+00,0.16,0.16
3.460e+00,-0.16,-0.16
3.470e+00,0.16,0.16
3.480e+00,-0.24,-0.16
3.490e+00,0.16,0.16
3.500e+00,-0.16,-0.16
3.510e+00,0.16,0.16
3.520e+00,-0.16,-0.16
3.530e+00,0.16,0.16
3.540e+00,-0.16,-0.16
3.550e+00,0.16,0.16
3.560e+00,-0.16,-0.16
3.570e+00,0.16,0.16
3.580e+00,-0.24,-0.16
3.590e+00,0.16,0.16
3.600e+00,-0.24,-0.16
3.610e+00,0.16,0.16
3.620e+00,-0.24,-0.16
3.630e+00,0.16,0.16
3.640e+00,-0.16,-0.16
3.650e+00,0.16,0.16
3.660e+00,-0.24,-0.16
3.670e+00,0.16,0.16
3.680e+00,-0.16,-0.16
3.690e+00,0.16,0.16
3.700e+00,-0.16,-0.16
3.710e+00,0.16,0.16
3.720e+00,-0.16,-0.16
3.730e+00,0.16,0.16
3.740e+00,-0.16,-0.16
3.750e+00,0.16,0.16
3.760e+00,-0.24,-0.16
3.770e+00,0.16,0.16
3.780e+00,-0.16,-0.16
3.790e+00,0.08,0.16
3.800e+00,-0.16,-0.16
3.810e+00,0.16,0.16
3.820e+00,-0.24,-0.16
3.830e+00,0.16,0.16
3.840e+00,-0.16,-0.16
3.850e+00,0.16,0.16
3.860e+00,-0.16,-0.16
3.870e+00,0.16,0.16
3.880e+00,-0.24,-0.16
3.890e+00,0.16,0.16
3.900e+00,-0.16,-0.16
3.910e+00,0.16,0.16
3.920e+00,-0.16,-0.16
3.930e+00,0.16,0.16
3.940e+00,-0.16,-0.16
3.950e+00,0.16,0.16
3.960e+00,-0.16,-0.16
3.970e+00,0.16,0.16
3.980e+00,-0.24,-0.16
3.990e+00,0.16,0.16
4.000e+00,-0.16,-0.16
4.010e+00,0.16,0.24
4.020e+00,-0.16,-0.16
4.030e+00,0.16,0.16
4.040e+00,-0.24,-0.16
4.050e+00,0.16,0.16
4.060e+00,-0.24,-0.16
4.070e+00,0.16,0.16
4.080e+00,-0.24,-0.16
4.090e+00,0.16,0.16
4.100e+00,-0.16,-0.16
4.110e+00,0.16,0.16
4.120e+00,-0.16,-0.16
4.130e+00,0.16,0.24
4.140e+00,-0.16,-0.16
4.150e+00,0.16,0.16
4.160e+00,-0.16,-0.16
4.170e+00,0.16,0.16
4.180e+00,-0.24,-0.16
4.190e+00,0.16,0.16
4.200e+00,-0.24,-0.16
4.210e+00,0.16,0.16
4.220e+00,-0.24,-0.16
4.230e+00,0.16,0.16
4.240e+00,-0.16,-0.16
4.250e+00,0.08,0.24
4.260e+00,-0.24,-0.16
4.270e+00,0.16,0.16
4.280e+00,-0.24,-0.16
4.290e+00,0.16,0.16
4.300e+00,-0.24,-0.16
4.310e+00,0.16,0.16
4.320e+00,-0.16,-0.16
4.330e+00,0.16,0.16
4.340e+00,-0.24,-0.16
4.350e+00,0.16,0.16
4.360e+00,-0.16,-0.16
4.370e+00,0.16,0.16
4.380e+00,-0.16,-0.16
4.390e+00,0.16,0.16
4.400e+00,-0.24,-0.16
4.410e+00,0.16,0.16
4.420e+00,-0.16,-0.16
4.430e+00,0.16,0.16
4.440e+00,-0.24,-0.16
4.450e+00,0.16,0.24
4.460e+00,-0.24,-0.16
4.470e+00,0.16,0.16
4.480e+00,-0.16,-0.16
4.490e+00,0.16,0.16
4.500e+00,-0.16,-0.16
4.510e+00,0.16,0.16
4.520e+00,-0.24,-0.16
4.530e+00,0.16,0.16
4.540e+00,-0.16,-0.16
4.550e+00,0.16,0.24
4.560e+00,-0.16,-0.16
4.570e+00,0.16,0.16
4.580e+00,-0.24,-0.16
4.590e+00,0.16,0.16
4.600e+00,-0.24,-0.16
4.610e+00,0.16,0.16
4.620e+00,-0.16,-0.16
4.630e+00,0.16,0.16
4.640e+00,-0.24,-0.16
4.650e+00,0.16,0.16
4.660e+00,-0.16,-0.16
4.670e+00,0.16,0.16
4.680e+00,-0.24,-0.16
4.690e+00,0.16,0.16
4.700e+00,-0.16,-0.16
4.710e+00,0.16,0.16
4.720e+00,-0.16,-0.16
4.730e+00,0.16,0.16
4.740e+00,-0.16,-0.16
4.750e+00,0.16,0.16
4.760e+00,-0.24,-0.16
4.770e+00,0.16,0.16
4.780e+00,-0.24,-0.16
4.790e+00,0.16,0.16
4.800e+00,-0.24,-0.16
4.810e+00,0.16,0.16
4.820e+00,-0.24,-0.16
4.830e+00,0.16,0.16
4.840e+00,-0.24,-0.16
4.850e+00,0.16,0.16
4.860e+00,-0.16,-0.16
4.870e+00,0.16,0.16
4.880e+00,-0.24,-0.16
4.890e+00,0.16,0.24
4.900e+00,-0.24,-0.16
4.910e+00,0.16,0.16
4.920e+00,-0.24,-0.16
4.930e+00,0.16,0.16
4.940e+00,-0.24,-0.16
4.950e+00,0.16,0.24
4.960e+00,-0.24,-0.16
4.970e+00,0.16,0.16
4.980e+00,-0.16,-0.16
4.990e+00,0.16,0.16
5.000e+00,-0.24,-0.16
5.010e+00,0.08,0.16
5.020e+00,-0.16,-0.16
5.030e+00,0.16,0.16
5.040e+00,-0.16,-0.16
5.050e+00,0.16,0.16
5.060e+00,-0.16,-0.16
5.070e+00,0.16,0.16
5.080e+00,-0.24,-0.16
5.090e+00,0.16,0.16
5.100e+00,-0.16,-0.16
5.110e+00,0.16,0.16
5.120e+00,-0.24,-0.16
5.130e+00,0.16,0.24
5.140e+00,-0.16,-0.16
5.150e+00,0.16,0.16
5.160e+00,-0.24,-0.16
5.170e+00,0.16,0.16
5.180e+00,-0.24,-0.16
5.190e+00,0.16,0.16
5.200e+00,-0.16,-0.16
5.210e+00,0.16,0.16
5.220e+00,-0.16,-0.16
5.230e+00,0.16,0.16
5.240e+00,-0.24,-0.16
5.250e+00,0.16,0.24
5.260e+00,-0.24,-0.16
5.270e+00,0.16,0.24
5.280e+00,-0.24,-0.16
5.290e+00,0.16,0.16
5.300e+00,-0.24,-0.16
5.310e+00,0.16,0.16
5.320e+00,-0.16,-0.16
5.330e+00,0.16,0.16
5.340e+00,-0.16,-0.16
5.350e+00,0.16,0.16
5.360e+00,-0.16,-0.16
5.370e+00,0.16,0.16
5.380e+00,-0.16,-0.16
5.390e+00,0.16,0.24
5.400e+00,-0.16,-0.16
5.410e+00,0.16,0.16
5.420e+00,-0.16,-0.16
5.430e+00,0.16,0.16
5.440e+00,-0.24,-0.16
5.450e+00,0.16,0.16
5.460e+00,-0.16,-0.16
5.470e+00,0.16,0.16
5.480e+00,-0.16,-0.16
5.490e+00,0.16,0.16
5.500e+00,-0.16,-0.16
5.510e+00,0.16,0.16
5.520e+00,-0.16,-0.16
5.530e+00,0.16,0.16
5.540e+00,-0.16,-0.16
5.550e+00,0.16,0.16
5.560e+00,-0.16,-0.16
5.570e+00,0.16,0.16
5.580e+00,-0.16,-0.16
5.590e+00,0.16,0.16
5.600e+00,-0.24,-0.16
5.610e+00,0.16,0.16
5.620e+00,-0.24,-0.16
5.630e+00,0.16,0.16
5.640e+00,-0.16,-0.08
5.650e+00,0.16,0.16
5.660e+00,-0.16,-0.16
5.670e+00,0.16,0.16
5.680e+00,-0.16,-0.16
5.690e+00,0.16,0.16
5.700e+00,-0.24,-0.16
5.710e+00,0.16,0.16
5.720e+00,-0.24,-0.16
5.730e+00,0.16,0.24
5.740e+00,-0.16,-0.16
5.750e+00,0.16,0.24
5.760e+00,-0.16,-0.16
5.770e+00,0.16,0.24
5.780e+00,-0.24,-0.16
5.790e+00,0.16,0.16
5.800e+00,-0.24,-0.16
5.810e+00,0.16,0.16
5.820e+00,-0.16,-0.16
5.830e+00,0.08,0.16
5.840e+00,-0.16,-0.16
5.850e+00,0.16,0.16
5.860e+00,-0.16,-0.16
5.870e+00,0.08,0.16
5.880e+00,-0.16,-0.16
5.890e+00,0.16,0.24
5.900e+00,-0.24,-0.16
5.910e+00,0.16,0.16
5.920e+00,-0.16,-0.16
5.930e+00,0.08,0.16
5.940e+00,-0.16,-0.16
5.950e+00,0.16,0.24
5.960e+00,-0.16,-0.16
5.970e+00,0.16,0.16
5.980e+00,-0.24,-0.16
5.990e+00,0.16,0.16
6.000e+00,-0.16,-0.16
6.010e+00,0.16,0.16
6.020e+00,-0.16,-0.16
6.030e+00,0.16,0.16
6.040e+00,-0.24,-0.16
6.050e+00,0.16,0.24
6.060e+00,-0.16,-0.16
6.070e+00,0.16,0.16
6.080e+00,-0.24,-0.16
6.090e+00,0.16,0.16
6.100e+00,-0.16,-0.16
6.110e+00,0.16,0.16
6.120e+00,-0.24,-0.16
6.130e+00,0.16,0.16
6.140e+00,-0.16,-0.16
6.150e+00,0.16,0.16
6.160e+00,-0.24,-0.16
6.170e+00,0.16,0.16
6.180e+00,-0.16,-0.16
6.190e+00,0.16,0.16
6.200e+00,-0.16,-0.16
6.210e+00,0.16,0.16
6.220e+00,-0.24,-0.16
6.230e+00,0.16,0.16
6.240e+00,-0.16,-0.16
6.250e+00,0.16,0.16
6.260e+00,-0.16,-0.16
6.270e+00,0.16,0.16
6.280e+00,-0.16,-0.16
6.290e+00,0.16,0.16
6.300e+00,-0.16,-0.16
6.310e+00,0.16,0.16
6.320e+00,-0.24,-0.16
6.330e+00,0.16,0.24
6.340e+00,-0.16,-0.16
6.350e+00,0.16,0.16
6.360e+00,-0.16,-0.08
6.370e+00,0.16,0.16
6.380e+00,-0.16,-0.16
6.390e+00,0.16,0.24
6.400e+00,-0.16,-0.16
6.410e+00,0.16,0.24
6.420e+00,-0.16,-0.16
6.430e+00,0.16,0.16
6.440e+00,-0.16,-0.16
6.450e+00,0.16,0.16
6.460e+00,-0.24,-0.16
6.470e+00,0.16,0.16
6.480e+00,-0.16,-0.16
6.490e+00,0.16,0.16
6.500e+00,-0.16,-0.16
6.510e+00,0.16,0.16
6.520e+00,-0.24,-0.16
6.530e+00,0.16,0.16
6.540e+00,-0.24,-0.16
6.550e+00,0.16,0.16
6.560e+00,-0.16,-0.16
6.570e+00,0.16,0.16
6.580e+00,-0.16,-0.16
6.590e+00,0.16,0.16
6.600e+00,-0.24,-0.16
6.610e+00,0.16,0.16
6.620e+00,-0.16,-0.16
6.630e+00,0.16,0.16
6.640e+00,-0.16,-0.16
6.650e+00,0.16,0.16
6.660e+00,-0.16,-0.16
6.670e+00,0.16,0.24
6.680e+00,-0.24,-0.16
6.690e+00,0.16,0.16
6.700e+00,-0.16,-0.16
6.710e+00,0.16,0.16
6.720e+00,-0.16,-0.16
6.730e+00,0.16,0.24
6.740e+00,-0.24,-0.16
6.750e+00,0.16,0.16
6.760e+00,-0.24,-0.16
6.770e+00,0.16,0.16
6.780e+00,-0.24,-0.16
6.790e+00,0.16,0.16
6.800e+00,-0.24,-0.16
6.810e+00,0.16,0.24
6.820e+00,-0.16,-0.16
6.830e+00,0.16,0.24
6.840e+00,-0.24,-0.16
6.850e+00,0.16,0.24
6.860e+00,-0.16,-0.16
6.870e+00,0.16,0.16
6.880e+00,-0.24,-0.16
6.890e+00,0.16,0.16
6.900e+00,-0.24,-0.16
6.910e+00,0.16,0.16
6.920e+00,-0.24,-0.16
6.930e+00,0.16,0.16
6.940e+00,-0.16,-0.16
6.950e+00,0.16,0.16
6.960e+00,-0.24,-0.16
6.970e+00,0.16,0.16
6.980e+00,-0.16,-0.16
6.990e+00,0.16,0.16
7.000e+00,-0.16,-0.16
7.010e+00,0.16,0.16
7.020e+00,-0.16,-0.16
7.030e+00,0.16,0.16
7.040e+00,-0.24,-0.16
7.050e+00,0.16,0.16
7.060e+00,-0.24,-0.16
7.070e+00,0.08,0.16
7.080e+00,-0.16,-0.16
7.090e+00,0.16,0.16
7.100e+00,-0.24,-0.16
7.110e+00,0.16,0.16
7.120e+00,-0.24,-0.16
7.130e+00,0.16,0.16
7.140e+00,-0.24,-0.16
7.150e+00,0.16,0.16
7.160e+00,-0.24,-0.16
7.170e+00,0.16,0.16
7.180e+00,-0.16,-0.16
7.190e+00,0.16,0.16
7.200e+00,-0.16,-0.16
7.210e+00,0.16,0.24
7.220e+00,-0.24,-0.16
7.230e+00,0.16,0.24
7.240e+00,-0.16,-0.16
7.250e+00,0.16,0.16
7.260e+00,-0.16,-0.16
7.270e+00,0.08,0.16
7.280e+00,-0.24,-0.16
7.290e+00,0.16,0.16
7.300e+00,-0.24,-0.16
7.310e+00,0.16,0.16
7.320e+00,-0.16,-0.16
7.330e+00,0.08,0.16
7.340e+00,-0.16,-0.16
7.350e+00,0.16,0.16
7.360e+00,-0.24,-0.16
7.370e+00,0.16,0.16
7.380e+00,-0.24,-0.16
7.390e+00,0.16,0.16
7.400e+00,-0.24,-0.16
7.410e+00,0.16,0.24
7.420e+00,-0.24,-0.16
7.430e+00,0.16,0.16
7.440e+00,-0.16,-0.16
7.450e+00,0.16,0.16
7.460e+00,-0.16,-0.16
7.470e+00,0.16,0.16
7.480e+00,-0.16,-0.16
7.490e+00,0.16,0.24
7.500e+00,-0.24,-0.16
7.510e+00,0.16,0.16
7.520e+00,-0.24,-0.16
7.530e+00,0.16,0.16
7.540e+00,-0.16,-0.16
7.550e+00,0.16,0.16
7.560e+00,-0.24,-0.16
7.570e+00,0.08,0.16
7.580e+00,-0.24,-0.16
7.590e+00,0.16,0.16
7.600e+00,-0.16,-0.16
7.610e+00,0.16,0.16
7.620e+00,-0.16,-0.16
7.630e+00,0.16,0.24
7.640e+00,-0.16,-0.16
7.650e+00,0.16,0.16
7.660e+00,-0.16,-0.16
7.670e+00,0.16,0.16
7.680e+00,-0.16,-0.16
7.690e+00,0.16,0.16
7.700e+00,-0.24,-0.16
7.710e+00,0.16,0.16
7.720e+00,-0.24,-0.16
7.730e+00,0.16,0.16
7.740e+00,-0.24,-0.16
7.750e+00,0.16,0.16
7.760e+00,-0.16,-0.16
7.770e+00,0.16,0.16
7.780e+00,-0.24,-0.16
7.790e+00,0.16,0.16
7.800e+00,-0.24,-0.16
7.810e+00,0.16,0.16
7.820e+00,-0.24,-0.16
7.830e+00,0.16,0.24
7.840e+00,-0.24,-0.16
7.850e+00,0.16,0.16
7.860e+00,-0.24,-0.16
7.870e+00,0.16,0.16
7.880e+00,-0.16,-0.16
7.890e+00,0.16,0.16
7.900e+00,-0.24,-0.16
7.910e+00,0.16,0.16
7.920e+00,-0.16,-0.16
7.930e+00,0.16,0.24
7.940e+00,-0.24,-0.16
7.950e+00,0.16,0.16
7.960e+00,-0.24,-0.16
7.970e+00,0.16,0.16
7.980e+00,-0.16,-0.16
7.990e+00,0.16,0.16
8.000e+00,-0.16,-0.16
8.010e+00,0.16,0.24
8.020e+00,-0.16,-0.16
8.030e+00,0.16,0.16
8.040e+00,-0.16,-0.16
8.050e+00,0.16,0.24
8.060e+00,-0.16,-0.16
8.070e+00,0.16,0.16
8.080e+00,-0.16,-0.16
8.090e+00,0.16,0.16
8.100e+00,-0.16,-0.16
8.110e+00,0.16,0.16
8.120e+00,-0.16,-0.16
8.130e+00,0.16,0.16
8.140e+00,-0.24,-0.16
8.150e+00,0.16,0.16
8.160e+00,-0.16,-0.16
8.170e+00,0.16,0.16
8.180e+00,-0.16,-0.16
8.190e+00,0.16,0.16
8.200e+00,-0.24,-0.16
8.210e+00,0.16,0.16
8.220e+00,-0.16,-0.16
8.230e+00,0.16,0.16
8.240e+00,-0.24,-0.16
8.250e+00,0.16,0.16
8.260e+00,-0.16,-0.16
8.270e+00,0.16,0.16
8.280e+00,-0.16,-0.16
8.290e+00,0.16,0.16
8.300e+00,-0.16,-0.16
8.310e+00,0.16,0.16
8.320e+00,-0.16,-0.16
8.330e+00,0.16,0.24
8.340e+00,-0.16,-0.16
8.350e+00,0.16,0.16
8.360e+00,-0.16,-0.16
8.370e+00,0.16,0.16
8.380e+00,-0.24,-0.16
8.390e+00,0.16,0.16
8.400e+00,-0.16,-0.16
8.410e+00,0.16,0.16
8.420e+00,-0.16,-0.16
8.430e+00,0.16,0.24
8.440e+00,-0.24,-0.16
8.450e+00,0.16,0.16
8.460e+00,-0.16,-0.16
8.470e+00,0.16,0.16
8.480e+00,-0.16,-0.16
8.490e+00,0.16,0.16
8.500e+00,-0.16,-0.16
8.510e+00,0.16,0.16
8.520e+00,-0.16,-0.16
8.530e+00,0.16,0.16
8.540e+00,-0.24,-0.16
8.550e+00,0.16,0.16
8.560e+00,-0.24,-0.16
8.570e+00,0.16,0.16
8.580e+00,-0.16,-0.16
8.590e+00,0.16,0.16
8.600e+00,-0.16,-0.16
8.610e+00,0.16,0.16
8.620e+00,-0.16,-0.16
8.630e+00,0.16,0.16
8.640e+00,-0.16,-0.16
8.650e+00,0.16,0.16
8.660e+00,-0.16,-0.16
8.670e+00,0.08,0.16
8.680e+00,-0.16,-0.16
8.690e+00,0.16,0.16
8.700e+00,-0.16,-0.16
8.710e+00,0.16,0.16
8.720e+00,-0.24,-0.16
8.730e+00,0.16,0.16
8.740e+00,-0.24,-0.16
8.750e+00,0.16,0.16
8.760e+00,-0.24,-0.16
8.770e+00,0.16,0.24
8.780e+00,-0.16,-0.16
8.790e+00,0.16,0.16
8.800e+00,-0.24,-0.16
8.810e+00,0.16,0.16
8.820e+00,-0.16,-0.16
8.830e+00,0.16,0.16
8.840e+00,-0.16,-0.16
8.850e+00,0.16,0.16
8.860e+00,-0.16,-0.16
8.870e+00,0.16,0.16
8.880e+00,-0.24,-0.16
8.890e+00,0.16,0.16
8.900e+00,-0.16,-0.16
8.910e+00,0.16,0.16
8.920e+00,-0.24,-0.16
8.930e+00,0.16,0.24
8.940e+00,-0.24,-0.16
8.950e+00,0.16,0.16
8.960e+00,-0.24,-0.16
8.970e+00,0.16,0.24
8.980e+00,-0.16,-0.16
8.990e+00,0.16,0.16
9.000e+00,-0.24,-0.16
9.010e+00,0.08,0.16
9.020e+00,-0.24,-0.16
9.030e+00,0.08,0.16
9.040e+00,-0.16,-0.16
9.050e+00,0.16,0.16
9.060e+00,-0.24,-0.16
9.070e+00,0.08,0.16
9.080e+00,-0.16,-0.16
9.090e+00,0.16,0.16
9.100e+00,-0.24,-0.16
9.110e+00,0.16,0.16
9.120e+00,-0.24,-0.16
9.130e+00,0.16,0.16
9.140e+00,-0.24,-0.16
9.150e+00,0.16,0.24
9.160e+00,-0.24,-0.16
9.170e+00,0.16,0.16
9.180e+00,-0.16,-0.16
9.190e+00,0.16,0.16
9.200e+00,-0.24,-0.16
9.210e+00,0.16,0.16
9.220e+00,-0.16,-0.16
9.230e+00,0.08,0.16
9.240e+00,-0.24,-0.16
9.250e+00,0.16,0.16
9.260e+00,-0.16,-0.16
9.270e+00,0.16,0.16
9.280e+00,-0.16,-0.16
9.290e+00,0.16,0.16
9.300e+00,-0.24,-0.16
9.310e+00,0.16,0.16
9.320e+00,-0.16,-0.16
9.330e+00,0.16,0.16
9.340e+00,-0.24,-0.16
9.350e+00,0.16,0.16
9.360e+00,-0.24,-0.16
9.370e+00,0.16,0.16
9.380e+00,-0.24,-0.16
9.390e+00,0.16,0.16
9.400e+00,-0.24,-0.16
9.410e+00,0.16,0.24
9.420e+00,-0.16,-0.16
9.430e+00,0.16,0.16
9.440e+00,-0.24,-0.16
9.450e+00,0.16,0.16
9.460e+00,-0.24,-0.16
9.470e+00,0.16,0.24
9.480e+00,-0.16,-0.16
9.490e+00,0.16,0.16
9.500e+00,-0.16,-0.16
9.510e+00,0.16,0.16
9.520e+00,-0.16,-0.16
9.530e+00,0.16,0.16
9.540e+00,-0.16,-0.16
9.550e+00,0.16,0.16
9.560e+00,-0.16,-0.16
9.570e+00,0.16,0.16
9.580e+00,-0.24,-0.16
9.590e+00,0.16,0.16
9.600e+00,-0.16,-0.16
9.610e+00,0.16,0.16
9.620e+00,-0.16,-0.16
9.630e+00,0.16,0.16
9.640e+00,-0.24,-0.16
9.650e+00,0.16,0.24
9.660e+00,-0.24,-0.16
9.670e+00,0.16,0.16
9.680e+00,-0.24,-0.16
9.690e+00,0.16,0.16
9.700e+00,-0.24,-0.16
9.710e+00,0.08,0.16
9.720e+00,-0.24,-0.16
9.730e+00,0.16,0.16
9.740e+00,-0.16,-0.16
9.750e+00,0.16,0.16
9.760e+00,-0.16,-0.16
9.770e+00,0.16,0.16
9.780e+00,-0.24,-0.16
9.790e+00,0.16,0.16
9.800e+00,-0.24,-0.16
9.810e+00,0.16,0.16
9.820e+00,-0.16,-0.16
9.830e+00,0.08,0.16
9.840e+00,-0.24,-0.16
9.850e+00,0.16,0.16
9.860e+00,-0.24,-0.16
9.870e+00,0.16,0.16
9.880e+00,-0.16,-0.16
9.890e+00,0.16,0.16
9.900e+00,-0.16,-0.16
9.910e+00,0.16,0.16
9.920e+00,-0.16,-0.16
9.930e+00,0.16,0.16
9.940e+00,-0.24,-0.16
9.950e+00,0.16,0.16
9.960e+00,-0.24,-0.16
9.970e+00,0.16,0.16
9.980e+00,-0.24,-0.16
9.990e+00,0.16,0.16
1.000e+01,-0.24,-0.16
1.001e+01,0.16,0.16
1.002e+01,-0.24,-0.16
1.003e+01,0.16,0.16
1.004e+01,-0.24,-0.16
1.005e+01,0.16,0.16
1.006e+01,-0.24,-0.16
1.007e+01,0.16,0.16
1.008e+01,-0.24,-0.16
1.009e+01,0.16,0.16
1.010e+01,-0.16,-0.16
1.011e+01,0.16,0.16
1.012e+01,-0.16,-0.16
1.013e+01,0.16,0.24
1.014e+01,-0.24,-0.16
1.015e+01,0.16,0.16
1.016e+01,-0.16,-0.16
1.017e+01,0.16,0.16
1.018e+01,-0.16,-0.16
1.019e+01,0.16,0.16
1.020e+01,-0.24,-0.16
1.021e+01,0.16,0.16
1.022e+01,-0.24,-0.16
1.023e+01,0.16,0.16
1.024e+01,-0.24,-0.16
1.025e+01,0.16,0.16
1.026e+01,-0.24,-0.16
1.027e+01,0.16,0.24
1.028e+01,-0.24,-0.16
1.029e+01,0.16,0.24
1.030e+01,-0.24,-0.16
1.031e+01,0.16,0.16
1.032e+01,-0.24,-0.16
1.033e+01,0.16,0.24
1.034e+01,-0.16,-0.16
1.035e+01,0.16,0.16
1.036e+01,-0.24,-0.16
1.037e+01,0.16,0.16
1.038e+01,-0.24,-0.16
1.039e+01,0.16,0.16
1.040e+01,-0.16,-0.16
1.041e+01,0.16,0.16
1.042e+01,-0.24,-0.16
1.043e+01,0.16,0.16
1.044e+01,-0.16,-0.16
1.045e+01,0.16,0.16
1.046e+01,-0.24,-0.16
1.047e+01,0.16,0.16
1.048e+01,-0.24,-0.16
1.049e+01,0.16,0.16
1.050e+01,-0.24,-0.16
1.051e+01,0.16,0.16
1.052e+01,-0.16,-0.16
1.053e+01,0.16,0.16
1.054e+01,-0.16,-0.16
1.055e+01,0.16,0.16
1.056e+01,-0.16,-0.16
1.057e+01,0.16,0.16
1.058e+01,-0.24,-0.16
1.059e+01,0.16,0.16
1.060e+01,-0.16,-0.16
1.061e+01,0.16,0.16
1.062e+01,-0.16,-0.16
1.063e+01,0.16,0.16
1.064e+01,-0.16,-0.16
1.065e+01,0.16,0.24
1.066e+01,-0.24,-0.16
1.067e+01,0.16,0.16
1.068e+01,-0.24,-0.16
1.069e+01,0.16,0.24
1.070e+01,-0.24,-0.16
1.071e+01,0.16,0.16
1.072e+01,-0.16,-0.16
1.073e+01,0.16,0.16
1.074e+01,-0.24,-0.16
1.075e+01,0.16,0.16
1.076e+01,-0.24,-0.16
1.077e+01,0.16,0.16
1.078e+01,-0.16,-0.16
1.079e+01,0.16,0.16
1.080e+01,-0.16,-0.16
1.081e+01,0.16,0.16
1.082e+01,-0.24,-0.16
1.083e+01,0.16,0.16
1.084e+01,-0.24,-0.16
1.085e+01,0.16,0.16
1.086e+01,-0.24,-0.16
1.087e+01,0.16,0.16
1.088e+01,-0.16,-0.16
1.089e+01,0.16,0.16
1.090e+01,-0.24,-0.16
1.091e+01,0.16,0.16
1.092e+01,-0.16,-0.16
1.093e+01,0.16,0.16
1.094e+01,-0.16,-0.16
1.095e+01,0.16,0.16
1.096e+01,-0.24,-0.16
1.097e+01,0.16,0.16
1.098e+01,-0.24,-0.16
1.099e+01,0.08,0.16
1.100e+01,-0.24,-0.16
1.101e+01,0.16,0.16
1.102e+01,-0.24,-0.16
1.103e+01,0.16,0.16
1.104e+01,-0.16,-0.16
1.105e+01,0.16,0.16
1.106e+01,-0.24,-0.16
1.107e+01,0.16,0.16
1.108e+01,-0.16,-0.16
1.109e+01,0.16,0.16
1.110e+01,-0.16,-0.16
1.111e+01,0.16,0.16
1.112e+01,-0.16,-0.16
1.113e+01,0.16,0.16
1.114e+01,-0.24,-0.16
1.115e+01,0.16,0.16
1.116e+01,-0.24,-0.16
1.117e+01,0.16,0.16
1.118e+01,-0.24,-0.16
